100	2916
0	2
0	3
0	7
0	11
0	25
0	31
0	32
0	33
0	44
0	45
0	47
0	52
0	58
0	69
0	71
0	73
0	75
0	77
0	79
0	86
0	92
0	99
1	2
1	6
1	8
1	17
1	22
1	31
1	33
1	47
1	53
1	62
1	63
1	72
1	76
1	79
1	88
1	91
2	1
2	3
2	6
2	7
2	13
2	15
2	16
2	18
2	19
2	20
2	21
2	22
2	23
2	24
2	25
2	26
2	28
2	29
2	30
2	31
2	33
2	34
2	35
2	37
2	40
2	41
2	43
2	44
2	45
2	46
2	47
2	48
2	49
2	51
2	52
2	53
2	54
2	55
2	57
2	58
2	59
2	60
2	62
2	63
2	64
2	65
2	67
2	68
2	69
2	71
2	72
2	73
2	74
2	76
2	77
2	78
2	79
2	83
2	84
2	85
2	86
2	88
2	89
2	90
2	91
2	92
2	93
2	94
2	95
2	99
3	1
3	2
3	6
3	7
3	8
3	10
3	11
3	13
3	15
3	16
3	18
3	19
3	20
3	21
3	22
3	24
3	25
3	26
3	28
3	29
3	31
3	32
3	33
3	34
3	35
3	36
3	37
3	40
3	41
3	44
3	45
3	47
3	48
3	49
3	51
3	52
3	53
3	54
3	55
3	56
3	57
3	58
3	59
3	60
3	62
3	63
3	64
3	66
3	67
3	68
3	69
3	70
3	71
3	72
3	73
3	76
3	78
3	79
3	83
3	84
3	85
3	86
3	88
3	89
3	90
3	91
3	92
3	93
3	94
3	95
3	99
4	2
4	3
4	7
4	11
4	25
4	31
4	32
4	33
4	45
4	47
4	52
4	58
4	69
4	71
4	73
4	75
4	79
4	86
4	89
4	92
4	99
5	2
5	6
5	8
5	22
5	31
5	33
5	47
5	53
5	62
5	63
5	76
5	79
5	88
5	91
6	1
6	2
6	3
6	5
6	7
6	9
6	10
6	13
6	15
6	16
6	18
6	19
6	20
6	21
6	24
6	26
6	28
6	29
6	30
6	31
6	32
6	33
6	34
6	35
6	37
6	40
6	41
6	44
6	45
6	46
6	47
6	48
6	49
6	51
6	52
6	53
6	54
6	55
6	56
6	57
6	58
6	59
6	60
6	62
6	63
6	64
6	65
6	66
6	67
6	68
6	69
6	70
6	71
6	72
6	73
6	76
6	77
6	78
6	79
6	82
6	83
6	84
6	85
6	86
6	89
6	90
6	91
6	92
6	93
6	94
6	95
6	96
6	98
6	99
7	2
7	6
7	8
7	22
7	31
7	33
7	47
7	53
7	62
7	63
7	72
7	79
7	88
7	91
8	2
8	3
8	7
8	11
8	25
8	31
8	33
8	36
8	44
8	45
8	47
8	52
8	58
8	69
8	71
8	73
8	77
8	79
8	86
8	92
8	99
9	1
9	2
9	3
9	5
9	6
9	7
9	8
9	10
9	11
9	13
9	15
9	18
9	19
9	20
9	21
9	22
9	25
9	28
9	31
9	32
9	33
9	34
9	35
9	37
9	40
9	41
9	44
9	45
9	46
9	47
9	48
9	51
9	53
9	54
9	55
9	56
9	57
9	58
9	59
9	60
9	61
9	62
9	63
9	64
9	65
9	67
9	68
9	69
9	70
9	71
9	72
9	73
9	76
9	77
9	78
9	79
9	82
9	83
9	84
9	85
9	86
9	88
9	90
9	91
9	92
9	93
9	94
9	99
10	2
10	3
10	7
10	14
10	31
10	32
10	33
10	44
10	45
10	47
10	52
10	58
10	69
10	71
10	75
10	77
10	79
10	86
10	89
10	92
10	99
11	1
11	2
11	3
11	4
11	5
11	6
11	7
11	10
11	13
11	15
11	16
11	20
11	21
11	22
11	24
11	26
11	28
11	29
11	31
11	32
11	33
11	34
11	35
11	38
11	40
11	41
11	44
11	45
11	46
11	47
11	48
11	49
11	51
11	53
11	54
11	55
11	56
11	57
11	58
11	59
11	60
11	62
11	63
11	64
11	65
11	68
11	69
11	72
11	73
11	76
11	78
11	79
11	81
11	82
11	83
11	84
11	85
11	86
11	88
11	89
11	90
11	91
11	92
11	93
11	94
11	95
11	99
12	1
12	2
12	3
12	5
12	6
12	7
12	8
12	10
12	11
12	13
12	15
12	16
12	18
12	20
12	21
12	22
12	26
12	28
12	29
12	30
12	31
12	32
12	33
12	34
12	35
12	36
12	40
12	41
12	44
12	45
12	46
12	47
12	48
12	49
12	51
12	52
12	53
12	55
12	56
12	57
12	58
12	59
12	60
12	62
12	63
12	64
12	66
12	67
12	68
12	69
12	70
12	71
12	72
12	73
12	76
12	78
12	79
12	82
12	83
12	84
12	85
12	86
12	88
12	89
12	90
12	91
12	92
12	93
12	94
12	95
12	99
13	2
13	3
13	7
13	11
13	25
13	31
13	32
13	33
13	45
13	47
13	52
13	58
13	69
13	71
13	73
13	79
13	86
13	89
13	92
13	99
14	2
14	6
14	22
14	31
14	33
14	47
14	61
14	62
14	63
14	72
14	76
14	79
14	88
14	91
15	2
15	3
15	7
15	11
15	31
15	32
15	33
15	44
15	45
15	47
15	52
15	58
15	69
15	71
15	73
15	77
15	79
15	86
15	89
15	92
15	99
16	2
16	3
16	7
16	11
16	25
16	31
16	33
16	43
16	44
16	45
16	47
16	52
16	58
16	69
16	71
16	73
16	75
16	77
16	79
16	81
16	86
16	92
16	99
17	1
17	2
17	3
17	5
17	6
17	7
17	8
17	10
17	11
17	13
17	15
17	16
17	18
17	20
17	21
17	22
17	24
17	25
17	28
17	29
17	31
17	32
17	33
17	34
17	35
17	37
17	38
17	39
17	40
17	41
17	44
17	45
17	46
17	47
17	48
17	51
17	53
17	54
17	55
17	56
17	57
17	58
17	59
17	60
17	62
17	63
17	64
17	67
17	68
17	69
17	70
17	71
17	72
17	73
17	75
17	76
17	77
17	78
17	79
17	82
17	83
17	84
17	85
17	86
17	88
17	89
17	90
17	91
17	92
17	93
17	94
17	95
18	2
18	3
18	7
18	11
18	25
18	31
18	32
18	33
18	44
18	45
18	47
18	52
18	58
18	69
18	71
18	73
18	77
18	79
18	86
18	89
18	92
18	99
19	2
19	6
19	8
19	22
19	31
19	33
19	47
19	53
19	62
19	63
19	72
19	76
19	79
19	91
20	2
20	3
20	7
20	11
20	25
20	31
20	32
20	33
20	44
20	45
20	47
20	58
20	69
20	71
20	73
20	77
20	79
20	92
20	99
21	2
21	3
21	7
21	11
21	14
21	25
21	31
21	32
21	33
21	36
21	44
21	45
21	47
21	52
21	58
21	69
21	71
21	73
21	77
21	79
21	86
21	89
21	92
21	99
22	2
22	3
22	7
22	11
22	31
22	33
22	44
22	45
22	47
22	52
22	58
22	69
22	71
22	73
22	77
22	79
22	86
22	92
22	98
23	2
23	3
23	5
23	6
23	7
23	8
23	10
23	11
23	12
23	13
23	15
23	16
23	18
23	19
23	20
23	21
23	22
23	24
23	25
23	26
23	28
23	29
23	31
23	32
23	33
23	34
23	35
23	37
23	41
23	44
23	45
23	46
23	47
23	48
23	49
23	51
23	54
23	55
23	56
23	57
23	58
23	59
23	60
23	63
23	64
23	65
23	66
23	67
23	68
23	69
23	70
23	71
23	72
23	74
23	76
23	77
23	78
23	79
23	82
23	83
23	84
23	85
23	86
23	88
23	90
23	91
23	92
23	93
23	94
23	95
23	99
24	2
24	6
24	22
24	31
24	33
24	47
24	53
24	62
24	63
24	72
24	76
24	79
24	88
24	91
25	2
25	6
25	8
25	22
25	31
25	33
25	47
25	50
25	53
25	61
25	62
25	63
25	72
25	76
25	79
25	88
25	91
26	2
26	4
26	7
26	11
26	25
26	31
26	32
26	33
26	44
26	45
26	47
26	52
26	58
26	69
26	71
26	73
26	77
26	79
26	86
26	89
26	92
26	99
27	2
27	3
27	7
27	11
27	14
27	25
27	31
27	32
27	33
27	44
27	45
27	47
27	58
27	69
27	71
27	73
27	77
27	79
27	86
27	89
27	92
27	99
28	2
28	6
28	8
28	22
28	31
28	33
28	47
28	53
28	62
28	63
28	72
28	76
28	79
28	91
29	2
29	3
29	7
29	14
29	31
29	33
29	44
29	45
29	47
29	52
29	58
29	69
29	71
29	73
29	79
29	80
29	86
29	89
29	92
29	99
30	2
30	5
30	6
30	7
30	8
30	10
30	11
30	13
30	15
30	16
30	18
30	21
30	22
30	23
30	24
30	25
30	26
30	28
30	29
30	31
30	32
30	33
30	34
30	35
30	36
30	40
30	41
30	44
30	45
30	47
30	48
30	50
30	51
30	52
30	54
30	55
30	56
30	57
30	59
30	60
30	62
30	63
30	66
30	67
30	68
30	69
30	70
30	71
30	72
30	73
30	76
30	78
30	79
30	82
30	83
30	84
30	86
30	87
30	88
30	89
30	90
30	91
30	92
30	93
30	94
30	95
30	99
31	2
31	3
31	7
31	11
31	32
31	33
31	44
31	45
31	47
31	58
31	69
31	71
31	73
31	77
31	79
31	86
31	89
31	92
31	99
32	2
32	6
32	8
32	22
32	31
32	33
32	47
32	50
32	53
32	62
32	63
32	72
32	76
32	79
32	88
32	91
33	2
33	3
33	7
33	31
33	32
33	44
33	45
33	47
33	52
33	58
33	69
33	71
33	73
33	74
33	77
33	79
33	86
33	89
33	92
33	98
33	99
34	2
34	3
34	7
34	11
34	25
34	31
34	32
34	33
34	38
34	44
34	45
34	47
34	58
34	69
34	71
34	73
34	79
34	86
34	89
34	92
34	99
35	2
35	7
35	25
35	31
35	33
35	43
35	44
35	45
35	47
35	52
35	58
35	69
35	71
35	73
35	77
35	79
35	86
35	92
35	99
36	2
36	3
36	7
36	25
36	31
36	32
36	33
36	44
36	45
36	47
36	52
36	58
36	71
36	73
36	79
36	86
36	92
36	99
37	2
37	3
37	7
37	11
37	31
37	32
37	33
37	44
37	45
37	47
37	58
37	69
37	71
37	73
37	77
37	79
37	86
37	89
37	92
37	99
38	2
38	3
38	11
38	25
38	31
38	33
38	44
38	45
38	47
38	52
38	69
38	71
38	73
38	79
38	86
38	89
38	92
38	99
39	2
39	6
39	8
39	22
39	31
39	33
39	47
39	53
39	61
39	62
39	63
39	72
39	76
39	79
39	91
40	2
40	31
40	33
40	47
40	79
41	2
41	31
41	33
41	47
41	79
42	0
42	1
42	2
42	3
42	5
42	6
42	7
42	10
42	11
42	13
42	14
42	15
42	18
42	19
42	20
42	21
42	22
42	24
42	26
42	28
42	29
42	31
42	32
42	33
42	34
42	35
42	37
42	40
42	41
42	44
42	45
42	46
42	47
42	49
42	51
42	52
42	53
42	54
42	55
42	56
42	58
42	59
42	60
42	62
42	63
42	65
42	66
42	67
42	68
42	69
42	70
42	72
42	73
42	76
42	78
42	79
42	82
42	83
42	84
42	85
42	86
42	88
42	89
42	90
42	91
42	92
42	93
42	94
42	95
42	99
43	0
43	2
43	3
43	6
43	7
43	10
43	11
43	13
43	15
43	16
43	18
43	19
43	20
43	21
43	22
43	23
43	24
43	25
43	28
43	29
43	30
43	31
43	32
43	33
43	34
43	37
43	40
43	41
43	44
43	45
43	47
43	48
43	49
43	51
43	52
43	54
43	55
43	56
43	57
43	58
43	59
43	60
43	62
43	63
43	64
43	65
43	67
43	68
43	71
43	72
43	73
43	76
43	77
43	78
43	79
43	82
43	83
43	84
43	85
43	86
43	88
43	89
43	90
43	91
43	92
43	93
43	94
43	95
43	99
44	2
44	6
44	31
44	33
44	47
44	53
44	62
44	63
44	72
44	76
44	79
44	91
45	2
45	31
45	33
45	47
45	79
46	1
46	2
46	3
46	5
46	6
46	7
46	8
46	10
46	13
46	15
46	16
46	18
46	19
46	20
46	22
46	25
46	26
46	28
46	29
46	30
46	31
46	32
46	33
46	34
46	35
46	37
46	40
46	41
46	44
46	45
46	47
46	48
46	49
46	51
46	53
46	54
46	55
46	56
46	57
46	58
46	59
46	60
46	62
46	63
46	64
46	66
46	68
46	69
46	70
46	71
46	72
46	73
46	75
46	77
46	78
46	79
46	83
46	84
46	85
46	86
46	88
46	90
46	91
46	92
46	93
46	94
46	95
46	96
46	97
46	99
47	2
47	3
47	4
47	7
47	11
47	31
47	32
47	33
47	36
47	38
47	44
47	45
47	58
47	69
47	71
47	73
47	77
47	79
47	86
47	92
47	99
48	2
48	3
48	7
48	9
48	11
48	31
48	32
48	33
48	44
48	45
48	47
48	58
48	69
48	71
48	73
48	77
48	79
48	86
48	89
48	99
49	2
49	31
49	33
49	47
49	79
50	1
50	2
50	3
50	5
50	6
50	7
50	11
50	13
50	15
50	16
50	18
50	19
50	20
50	22
50	24
50	26
50	28
50	29
50	31
50	32
50	33
50	34
50	35
50	37
50	40
50	41
50	44
50	45
50	46
50	47
50	48
50	49
50	51
50	52
50	53
50	54
50	55
50	56
50	57
50	58
50	59
50	60
50	62
50	63
50	64
50	65
50	67
50	68
50	69
50	70
50	71
50	72
50	73
50	76
50	77
50	78
50	79
50	82
50	84
50	85
50	86
50	89
50	90
50	91
50	92
50	93
50	94
50	95
50	98
50	99
51	2
51	3
51	7
51	25
51	31
51	32
51	33
51	44
51	45
51	47
51	52
51	58
51	69
51	71
51	73
51	79
51	86
51	89
51	92
51	99
52	2
52	3
52	7
52	11
52	25
52	31
52	32
52	33
52	43
52	44
52	45
52	47
52	58
52	69
52	71
52	73
52	77
52	79
52	80
52	86
52	89
52	92
52	99
53	2
53	3
53	7
53	11
53	25
53	31
53	32
53	33
53	44
53	45
53	47
53	58
53	71
53	73
53	74
53	77
53	79
53	86
53	89
53	92
53	99
54	2
54	3
54	7
54	11
54	31
54	32
54	33
54	36
54	44
54	45
54	47
54	52
54	58
54	71
54	79
54	86
54	89
54	92
54	99
55	2
55	3
55	7
55	25
55	31
55	32
55	33
55	44
55	47
55	52
55	58
55	69
55	71
55	73
55	77
55	79
55	86
55	89
55	92
55	99
56	2
56	3
56	7
56	9
56	11
56	31
56	32
56	33
56	45
56	47
56	52
56	58
56	69
56	71
56	73
56	77
56	79
56	86
56	89
56	92
56	99
57	1
57	2
57	3
57	5
57	7
57	8
57	10
57	11
57	13
57	15
57	18
57	19
57	20
57	21
57	22
57	24
57	25
57	26
57	28
57	29
57	30
57	31
57	32
57	33
57	34
57	35
57	37
57	40
57	41
57	44
57	45
57	46
57	47
57	48
